Application: Tecan i-control				Tecan i-control , 1.8.50.0				
Device: infinite M1000				Serial number: 902005916				
Firmware: V_1.35_08/2010_S3F (Aug 11 2010/09.36.01)				MAI, V_1.35_08/2010_S3F (Aug 11 2010/09.36.01)				
								
Date:	19/08/2015							
Time:	01:06:24 p.m.							
								
								
System				BA-06679A1CA79C				
User				BA-06679A1CA79C\Infinite Reader				
Plate				Nunclon 96 Flat Bottom Black Polystyrol LumiNunc FluoroNunc [NUN96fb_LumiNunc FluoroNunc.pdfx]				
Plate-ID (Stacker)								
								
List of actions in this measurement script:								
Kinetic								
Fluorescence								
								
								
Label: Label1								
Kinetic Measurement								
Kinetic duration				0:50:00				
Interval Time				Minimal				
Mode				Fluorescence Top Reading				
Excitation Wavelength				255	nm			
Emission Wavelength				334	nm			
Excitation Bandwidth				5	nm			
Emission Bandwidth				5	nm			
Gain				216	Optimal (100%)			
Number of Flashes				50				
Flash Frequency				400	Hz			
Integration Time				20	µs			
Lag Time				0	µs			
Settle Time				0	ms			
Z-Position (Manual)				20000	µm			
Part of Plate				A12-F12				
Start Time:	19/08/2015 01:06:50 p.m.							
								
								
Cycle Nr.	Time [s]	Temp. [°C]	A12	B12	C12	D12	E12	F12
1	0	28.3	20463	21175	39594	40242	21481	21286
2	2.9	28.3	21391	21029	37906	40012	20418	21160
3	5.8	28.2	21644	21369	38444	40878	20647	21095
4	8.6	28.2	20950	21205	37708	40198	20313	21089
5	40.8	28	21445	21515	38483	41681	40842	37316
6	43.7	28.2	22332	22086	39731	41330	42108	36993
7	46.6	28.2	22003	21672	39785	40811	41486	37909
8	49.5	28.2	22215	22156	40693	40852	39192	36964
9	52.3	28.2	21853	21110	40304	42860	41243	36966
10	55.2	28.2	22212	20882	39702	42617	39533	37087
11	58.1	28.2	22018	22004	40892	40827	39820	37034
12	61	28.3	21593	22286	40581	42722	41152	36629
13	63.9	28.3	22442	21166	39079	42161	40058	37158
14	66.8	28.2	21571	21610	39670	41550	40194	36535
15	69.6	28.2	22426	21261	39681	39899	39863	35881
16	72.5	28.2	20468	21815	40183	42939	40259	36581
17	75.4	28.2	22051	21332	40073	42037	39391	37455
18	78.3	28.2	21874	22130	40181	42433	39975	35989
19	81.2	28.2	22000	22441	39861	42487	39040	37243
20	84	28.3	21883	21283	39800	41455	40559	37152
21	86.9	28.3	22383	21689	41088	41840	40685	36281
22	89.8	28.2	21495	22190	40400	41870	40407	36991
23	92.7	28.2	21218	21135	39702	42196	40581	37387
24	95.6	28.3	21829	21455	40933	42112	40529	36810
25	98.4	28.3	21565	21888	40382	42065	39481	36364
26	101.3	28.2	21110	21686	40415	42694	39200	36515
27	104.2	28.2	22072	21641	40127	42590	40301	35725
28	107.1	28.2	21593	22059	40539	41968	39073	36465
29	110	28.2	22264	20950	41356	41697	38325	35823
30	112.9	28.3	21748	21451	40701	41536	38985	36450
31	115.7	28.3	21314	21105	40394	41777	39937	35761
32	118.6	28.2	21717	21779	39966	41743	39515	36616
33	121.5	28.2	21625	21765	39932	41513	39484	37162
34	124.4	28.2	22051	21038	40109	42311	39820	36702
35	127.3	28.2	21335	21898	40706	41769	38919	36604
36	130.1	28.3	21686	21881	40945	41279	40638	36266
37	133	28.3	21591	22269	40226	42498	39738	35996
38	135.9	28.2	22746	22269	40630	40563	39505	35815
39	138.8	28.2	21714	21439	40567	42752	39057	36415
40	141.7	28.2	21825	21756	40647	42319	40808	36295
41	144.5	28.2	22061	21921	42064	41584	40042	36069
42	147.4	28.3	22033	21275	39716	42286	39375	37312
43	150.3	28.3	20898	21406	41188	42357	39904	35895
44	153.2	28.2	22422	21274	39878	41566	39694	37343
45	156.1	28.2	21531	21493	40964	41603	38570	36096
46	159	28.3	21837	21824	41418	41566	40541	37661
47	161.8	28.3	21862	21979	39823	43135	40196	36789
48	164.7	28.3	22107	20852	40229	42623	39703	37109
49	167.6	28.3	20900	22090	40207	42732	40111	36222
50	170.5	28.3	21444	21677	41486	42237	39785	36175
51	173.3	28.3	21740	22093	40138	42904	38843	36367
52	176.3	28.2	21673	21570	40436	42079	38385	37055
53	179.1	28.2	22701	21058	40838	42511	39425	36601
54	182	28.2	22075	21393	40320	42989	39305	37900
55	184.9	28.2	21821	21672	40917	41702	38433	36722
56	187.8	28.3	22485	21629	40093	41938	39703	35508
57	190.7	28.3	22231	21095	40375	42296	38460	36026
58	193.6	28.2	21623	21727	40040	41522	40289	36658
59	196.5	28.2	21578	21834	40581	43010	40341	36791
60	199.3	28.3	21657	20792	40316	40769	39186	37382
61	202.2	28.3	21866	21616	41016	41979	39830	36436
62	205.1	28.2	22092	21473	42055	41191	39245	35477
63	208	28.2	21486	22247	40547	42290	39120	36404
64	210.9	28.3	22294	21587	39704	42257	39706	35554
65	213.8	28.3	21614	21958	40254	41822	40001	36625
66	216.6	28.2	21502	21736	39861	41868	39053	35962
67	219.5	28.2	21345	21319	40274	41063	39251	36965
68	222.4	28.3	21678	21057	40558	41723	39280	37136
69	225.3	28.3	21727	21798	39742	41688	40494	36937
70	228.2	28.3	21612	21527	40935	41454	40030	37560
71	231.1	28.3	21899	21862	41259	41886	39575	36185
72	233.9	28.3	21646	20877	40174	41699	39689	36689
73	236.8	28.3	22620	21511	39993	42029	38573	37197
74	239.7	28.3	21461	21631	41085	42848	39734	35913
75	242.6	28.3	21796	21446	40285	42700	39294	36553
76	245.5	28	22810	21949	39864	41896	39385	35297
77	248.3	28	21100	21641	40566	41640	39533	37285
78	251.2	28.3	21479	21670	40605	41523	38838	36896
79	254.1	28.3	22303	22348	40228	41137	39238	37249
80	257	28.3	22478	21593	41403	43125	40078	36583
81	259.9	28.3	21314	22469	40813	42179	38825	36856
82	262.7	28.2	21669	22107	39898	42103	38723	35897
83	265.6	28.2	21550	20910	40567	42331	39740	34710
84	268.5	28.2	21649	21998	40251	42881	38759	35643
85	271.4	28.2	22137	21602	39855	41925	39831	36494
86	274.3	28.2	21289	21683	40326	42468	39131	36103
87	277.2	28.2	21826	21722	42280	41819	39320	35796
88	280	28.3	21142	22158	40926	42105	40014	36672
89	282.9	28.3	21939	21431	40464	39867	38352	37239
90	285.8	28.2	21135	21551	41258	41694	38971	36292
91	288.7	28.2	22222	21854	38985	42103	40352	36546
92	291.6	28.3	22004	21608	39330	41443	39005	36402
93	294.4	28.3	22676	22125	40062	41581	39395	36530
94	297.3	28.3	21423	22254	40517	41983	39723	36554
95	300.2	28.3	21790	22440	40458	41747	38969	35629
96	303.1	28.2	20955	22519	40370	42252	40009	36292
97	305.9	28.2	21970	22360	40215	42387	38806	36278
98	308.8	28.3	22162	22138	41307	41631	38721	36356
99	311.7	28.3	21825	22389	39554	41121	40141	35434
100	314.6	28.3	22264	21458	40362	42583	39549	35991
101	317.5	28.3	21721	22171	40425	41799	38807	35958
102	320.4	28.3	21065	22120	40294	41357	38271	36567
103	323.2	28.3	21828	21613	40265	43377	39498	35904
104	326.1	28	21728	21408	40843	42628	39480	36322
105	329	28	21737	21731	40105	42496	39616	36307
106	331.9	28.3	21801	21578	40682	41654	38851	36039
107	334.8	28.3	21139	21790	40804	42096	39166	35882
108	337.7	28.3	21034	21792	39330	42462	39452	36811
109	340.5	28.3	22760	22012	39706	41065	39495	35714
110	343.4	28.2	22739	21000	39202	41862	39074	35446
111	346.3	28.2	21426	21888	40128	42327	38185	36624
112	349.2	28.3	21836	22157	40347	42057	39809	36540
113	352.1	28.3	21602	21513	40278	41730	39416	37346
114	355	28	21559	22290	41384	41601	40184	36880
115	357.8	28	20832	22557	40244	40968	38654	36204
116	360.7	28.3	22270	21696	40119	41969	40837	35464
117	363.6	28.3	21215	21555	39523	42511	39401	35853
118	366.5	28.2	22712	22421	40158	41408	38830	36878
119	369.4	28.2	22191	22586	40144	42912	38815	35838
120	372.2	28.2	21749	21886	40645	42590	40028	35580
121	375.1	28.2	22183	21366	40197	41250	39523	37028
122	378	28.3	21968	21197	39887	41593	39478	35701
123	380.9	28.3	21956	21934	39923	41790	37472	34106
124	383.8	28.2	21044	21268	40389	42329	40726	36204
125	386.7	28.2	21912	21397	40516	41962	38025	35718
126	389.5	28.3	22503	21346	40047	42063	38479	36887
127	392.4	28.3	22113	21451	39882	41427	38775	36453
128	395.3	28.3	22203	21949	40466	41452	39310	35530
129	398.2	28.3	22176	22163	40431	40965	39235	35752
130	401	28.3	22047	21946	39996	42597	38339	35007
131	403.9	28.3	21885	21347	40173	41965	39808	36044
132	406.8	28.2	22250	21891	39850	41524	38955	36271
133	409.7	28.2	22597	21790	41482	42211	38536	36052
134	412.6	28.3	21012	22058	40834	40463	38495	37046
135	415.5	28.3	21580	21839	39852	42716	38972	35912
136	418.3	28.3	21411	21606	41424	41224	38890	36272
137	421.2	28.3	21566	21788	40492	40384	39053	36073
138	424.1	28.3	22271	21921	39692	41899	38792	35746
139	427	28.3	21205	21339	41073	42213	39309	36302
140	429.9	28.3	22678	21901	40225	41952	38766	35589
141	432.7	28.3	21873	21335	40983	42224	38832	36154
142	435.6	28.2	20739	21279	39493	42067	39928	35673
143	438.5	28.2	22263	22042	40244	41331	39776	36135
144	441.4	28.2	21679	22150	39862	42536	38974	35405
145	444.3	28.2	21390	22351	39637	42568	39057	36357
146	447.1	28.3	21666	22351	41332	42795	39089	35222
147	450	28.3	22175	22437	39032	42206	39382	35510
148	452.9	28.2	20185	21908	40752	41683	39654	35948
149	455.8	28.2	23056	21893	39684	41294	37800	36761
150	458.7	28.3	22405	21168	40669	41982	39497	35740
151	461.6	28.3	21988	22023	40765	42160	39461	36259
152	464.5	28.3	21821	21532	40467	41514	39050	36803
153	467.3	28.3	21806	21683	40593	42697	38908	35795
154	470.2	28.2	22137	21194	40542	42254	37643	36522
155	473.1	28.2	22293	21153	40626	42367	39014	36336
156	476	28.3	21789	22646	40161	42558	38669	35829
157	478.8	28.3	22057	22063	39788	41269	39140	35711
158	481.7	28.3	21662	21812	40300	42038	41048	35282
159	484.6	28.3	22172	22154	40854	41573	38077	35736
160	487.5	28.4	22207	21742	39757	43816	38772	35410
161	490.4	28.4	21408	21024	41035	41095	40227	36474
162	493.3	28.2	22471	21535	38759	42679	39810	35731
163	496.1	28.2	20880	21896	41223	42568	39718	35785
164	499	28.4	22247	21952	39374	41144	38072	35954
165	501.9	28.4	22251	21266	40224	40776	39167	34413
166	504.8	28.2	21641	21628	39052	42626	39499	36476
167	507.7	28.2	22148	20877	41380	41657	39684	35635
168	510.6	28.2	20884	21957	40296	41926	40296	35531
169	513.5	28.2	21659	21674	40330	42009	39714	35717
170	516.3	28.2	20998	21022	39284	41098	39366	34924
171	519.2	28.2	21528	22349	39693	42037	38221	34715
172	522.1	28.4	21281	22079	39414	41760	40725	35021
173	525	28.4	21691	21117	38931	42039	38907	36023
174	527.9	28.3	22012	20958	40687	41948	38872	36550
175	530.7	28.3	21907	22283	39402	42186	39455	35923
176	533.6	28.3	20795	22071	39779	42324	39187	35626
177	536.5	28.3	21032	21992	40378	42460	38495	35766
178	539.4	28.3	22056	21235	39328	43021	37536	34258
179	542.3	28.3	22343	22067	40436	41168	39317	35736
180	545.1	28.4	21732	22660	39708	42319	39773	35268
181	548	28.4	21870	21942	38686	42503	38117	35363
182	550.9	28.4	21883	22603	40489	42605	37624	34959
183	553.8	28.4	22680	21967	39826	42341	39223	36040
184	556.7	28.4	21638	21744	41322	41682	39039	36467
185	559.5	28.4	22397	22507	40459	41393	38189	35958
186	562.4	28.4	21656	21613	41242	41012	40022	35330
187	565.3	28.4	21924	22432	40267	41248	38410	35760
188	568.2	28.3	21756	21788	40845	41815	40124	34805
189	571	28.3	21995	21810	41513	41535	38985	35258
190	573.9	28.2	21819	21730	39554	41463	39094	35721
191	576.8	28.2	22062	21758	40504	41268	38982	35193
192	579.7	28.4	20974	22512	40134	42085	39018	35223
193	582.6	28.4	21317	23304	39910	41029	39175	35715
194	585.5	28.3	21667	21653	40889	41018	39076	36756
195	588.4	28.3	21980	22218	40106	41398	40168	35999
196	591.2	28.3	22121	21137	39889	42034	37671	35456
197	594.1	28.3	21826	22274	40021	42469	39361	36534
198	597	28.4	21680	22231	40133	41858	38750	35513
199	599.9	28.4	21642	21785	40964	42483	40210	35567
200	602.7	28.4	22453	21765	38663	42779	38426	36229
201	605.6	28.4	22013	21608	40209	41654	38926	36359
202	608.5	28.3	21971	21902	39756	42749	39398	36222
203	611.4	28.3	22147	21143	40683	42216	38198	34964
204	614.3	28.4	22407	22370	40032	41062	38509	35516
205	617.2	28.4	21630	21768	40011	41375	39445	37395
206	620	28.3	22430	21714	40225	41376	38707	34968
207	622.9	28.3	22323	21092	40085	41075	39281	36100
208	625.8	28.4	21793	22072	40720	42758	39259	35478
209	628.7	28.4	21601	21998	40462	42663	39789	36152
210	631.5	28.2	21643	21477	40089	41489	39103	36949
211	634.4	28.2	22316	22159	39827	41273	38166	34572
212	637.3	28.4	22861	22914	40511	41285	37423	35356
213	640.2	28.4	22129	21703	39928	40529	39058	34821
214	643.1	28.3	21455	21804	40281	41752	39357	35302
215	645.9	28.3	22281	21691	39382	40726	38564	36213
216	648.8	28.3	21686	21649	40193	42432	38903	34701
217	651.7	28.3	21566	21221	40583	40947	37430	36310
218	654.6	28.3	22393	22208	39694	41086	38057	36709
219	657.5	28.3	22527	21236	40503	41989	38921	34998
220	660.4	28.4	21661	21796	41674	42228	38910	34876
221	663.2	28.4	21923	21336	41086	41935	39022	36583
222	666.1	28.3	22428	21151	39090	40721	38513	34993
223	669	28.3	21901	21868	40468	40583	39792	35582
224	671.9	28.3	21004	22555	40439	41806	39575	34553
225	674.8	28.3	21050	21803	40273	41570	38039	35688
226	677.7	28.3	22460	22324	40535	42321	39031	35861
227	680.5	28.3	21434	21574	40373	42099	38181	35769
228	683.4	28.4	21989	21964	40094	41791	38526	35556
229	686.3	28.4	22013	21068	40882	41041	39189	34798
230	689.2	28.3	20722	21480	40246	43158	38927	34379
231	692.1	28.3	22017	21414	39764	42211	39475	35445
232	694.9	28.3	22575	21736	39489	41866	38965	36064
233	697.8	28.3	21844	21861	39902	41116	37734	35764
234	700.7	28.3	22208	21207	40526	41975	39607	36504
235	703.6	28.3	21492	22523	40462	42158	38366	34828
236	706.5	28.4	22793	21853	39383	41753	39043	35438
237	709.4	28.4	22163	21704	40737	40983	38755	35730
238	712.2	28.4	21432	21573	40268	42204	39075	34884
239	715.1	28.4	22066	21701	40429	41631	39122	35468
240	718	28.3	21856	21493	40498	42754	37839	34680
241	720.9	28.3	21473	21918	39132	41811	39245	35451
242	723.8	28.2	21720	21419	40193	42743	38904	34131
243	726.6	28.2	22092	21608	39701	40635	39264	35118
244	729.5	28.4	21360	21395	40249	41873	38880	36608
245	732.4	28.4	22369	21810	39998	41959	38426	36653
246	735.3	28.4	22692	21954	40180	41396	37603	35457
247	738.2	28.4	22373	21943	40645	41249	40035	34540
248	741.1	28.4	22464	22367	41040	41506	38209	35058
249	744	28.4	22145	22223	40757	42919	38652	35637
250	746.8	28.3	22224	22311	39918	41680	38047	35908
251	749.7	28.3	21567	22021	40905	42318	39835	35350
252	752.6	28.4	21965	21921	40006	42214	38370	34442
253	755.5	28.4	22275	22277	40494	42489	38100	36234
254	758.4	28.3	21711	22413	40026	41312	38778	34256
255	761.2	28.3	22883	23047	40394	42398	38367	34103
256	764.1	28.4	21962	22230	40430	41765	39403	34973
257	767	28.4	22161	20952	40043	41707	38378	36557
258	769.9	28.4	21761	21883	39850	41776	40451	35317
259	772.8	28.4	21358	21932	39671	41164	38945	35986
260	775.6	28.4	21558	21737	40249	40740	38230	34738
261	778.5	28.4	22527	21352	39566	41279	38746	35723
262	781.4	28.4	21312	22607	40228	41364	38242	35061
263	784.3	28.4	22396	21898	39995	41864	39434	36031
264	787.2	28.4	22589	22013	40850	40520	38934	35629
265	790	28.4	22354	21140	40239	41917	38184	35750
266	792.9	28.3	22739	21096	40069	42297	39133	35130
267	795.8	28.3	22660	22405	39311	41428	37293	35492
268	798.7	28.4	22012	21829	39770	41650	38130	35294
269	801.6	28.4	21558	21554	40539	41952	38946	34620
270	804.5	28.4	21839	21628	38411	40939	38313	36135
271	807.3	28.4	22010	21753	40595	41921	38876	34982
272	810.2	28.4	21934	21706	39707	42244	38166	35272
273	813.1	28.4	22123	22157	40043	42280	38713	35268
274	816	28.4	21461	21236	39582	42261	40242	35645
275	818.9	28.4	22116	21969	40014	40173	37963	34778
276	821.8	28.4	21881	21993	39506	41247	39588	34755
277	824.6	28.4	22035	22159	41146	40674	38675	34823
278	827.5	28.4	22168	21164	39706	41600	38485	35098
279	830.4	28.4	21158	21732	39014	42904	37765	35506
280	833.3	28.4	21464	21933	40811	42325	38102	36224
281	836.2	28.4	21788	22204	40018	42428	38295	35387
282	839.1	28.3	22583	22364	41007	41954	38753	35570
283	841.9	28.3	22279	21368	40047	42907	38603	34803
284	844.8	28.3	21536	22596	40873	41668	40047	35052
285	847.7	28.3	22340	22392	40200	42252	38600	35354
286	850.6	28.5	21845	21008	40260	41209	38733	36058
287	853.4	28.5	21374	21653	40381	41853	38674	35369
288	856.3	28.4	21308	21369	40149	40521	38265	34953
289	859.2	28.4	21373	21328	39061	41807	39048	35553
290	862.1	28.4	22658	21882	40524	40520	39272	33971
291	865	28.4	21874	22582	38981	42069	38952	35101
292	867.9	28.4	22094	20999	39939	41732	38390	35000
293	870.8	28.4	21920	22673	40116	41101	38773	35003
294	873.6	28.4	22421	21775	39261	40898	38597	34146
295	876.5	28.4	20877	21596	40803	42269	36797	34529
296	879.4	28.3	21554	21552	39507	41881	37873	36253
297	882.3	28.3	22467	21844	40252	41065	37881	35695
298	885.2	28.4	21865	21383	40038	41077	39711	35666
299	888.1	28.4	22139	20737	40299	43078	38529	36132
300	890.9	28.3	22122	21972	40882	41773	37653	34776
301	893.8	28.3	22017	21820	38776	42489	37574	34628
302	896.7	28.4	22778	21624	39744	40593	37734	35207
303	899.6	28.4	22564	21595	40325	41969	38599	35710
304	902.5	28.4	21048	21597	40537	42940	38348	35187
305	905.3	28.4	20510	21502	40499	41082	38539	35157
306	908.2	28.4	22161	21969	40297	42396	37767	35039
307	911.1	28.4	22612	21392	39883	41182	38123	35067
308	914	28.4	21548	22569	39200	42837	39087	35371
309	916.9	28.4	21733	21550	39708	41818	37672	35167
310	919.8	28.4	21383	21566	41211	42139	38937	34903
311	922.7	28.4	21936	21841	39027	41188	38488	35456
312	925.5	28.4	22301	22342	39612	42908	39770	35498
313	928.4	28.4	21817	21881	40782	41115	37860	35146
314	931.3	28.4	21961	22170	40123	42056	38399	35464
315	934.2	28.4	22459	22347	39837	40774	38583	36461
316	937.1	28.4	21729	21499	39165	41505	38371	35664
317	939.9	28.4	21587	21831	39931	42809	38930	34544
318	942.8	28.4	22576	22895	41534	41579	38553	35552
319	945.7	28.4	22707	21551	40475	42349	36845	35080
320	948.6	28.4	21769	22188	38624	42084	38151	35732
321	951.5	28.4	21755	21722	39973	40584	39041	35632
322	954.4	28.4	21099	21867	39580	40755	40032	35362
323	957.2	28.4	21899	21707	39627	40440	37785	34092
324	960.1	28.4	22126	21925	40224	41887	37591	34364
325	963	28.4	21782	21879	40306	41380	39073	33923
326	965.9	28.4	22044	21726	40532	40567	38498	34879
